Lagen, NN, 
flera, JJ, 
månader, NN, 
innan, SN, 
testerna, NN, 
är, VB, 
färdiga, JJ, 
., MAD, 
Catalinan, NN, 
sköts, VB, 
också, AB, 
ned, PL, 
av, PP, 
sovjetiska, JJ, 
militärer, NN, 
., MAD, 
Bomberna, NN, 
sprängdes, VB, 
vid, PP, 
samma, DT, 
tid, NN, 
på, PP, 
flera, JJ, 
olika, JJ, 
platser, NN, 
i, PP, 
staden, NN, 
., MAD, 
Förra, JJ, 
gången, NN, 
det, PN, 
var, VB, 
VM, PM, 
blev, VB, 
de, DT, 
största, JJ, 
stjärnorna, NN, 
från, PP, 
Finland, PM, 
avslöjade, VB, 
., MAD, 
De, PN, 
svälter, VB, 
., MAD, 
I, PP, 
dag, NN, 
är, VB, 
Argentina, PM, 
en, DT, 
demokrati, NN, 
., MAD, 
Familjens, NN, 
barnflicka, NN, 
är, VB, 
åtalad, PC, 
för, PP, 
mordet, NN, 
på, PP, 
pastorns, NN, 
fru, NN, 
., MAD, 
Jag, PN, 
blev, VB, 
hela, JJ, 
tiden, NN, 
förhörd, PC, 
., MAD, 
Det, PN, 
är, VB, 
ett, DT, 
svårt, JJ, 
och, KN, 
farligt, JJ, 
arbete, NN, 
., MAD, 
Men, KN, 
ingen, PN, 
vet, VB, 
förstås, AB, 
när, HA, 
vi, PN, 
får, VB, 
veta, VB, 
hur, HA, 
många, JJ, 
svenskar, NN, 
som, HP, 
verkligen, AB, 
dog, VB, 
i, PP, 
flodvågen, NN, 
i, PP, 
Thailand, PM, 
., MAD, 
Världsmästerskapen, NN, 
i, PP, 
bowling, NN, 
gav, VB, 
flera, JJ, 
svenska, JJ, 
medaljer, NN, 
., MAD, 
De, PN, 
vägrar, VB, 
att, IE, 
lyda, VB, 
de, DT, 
utländska, JJ, 
soldaterna, NN, 
och, KN, 
USAs, PM, 
politiker, NN, 
som, HP, 
just, AB, 
nu, AB, 
styr, VB, 
landet, NN, 
., MAD, 
Håkan, PM, 
Jaldung, PM, 
säger, VB, 
att, SN, 
han, PN, 
inte, AB, 
gjorde, VB, 
några, DT, 
fel, NN, 
., MAD, 
Stränderna, NN, 
i, PP, 
norra, JJ, 
Spanien, PM, 
är, VB, 
förstörda, PC, 
av, PP, 
den, DT, 
kletiga, JJ, 
oljan, NN, 
., MAD, 
Under, PP, 
många, JJ, 
år, NN, 
har, VB, 
de, DT, 
svarta, JJ, 
afroamerikanerna, NN, 
kämpat, VB, 
för, PP, 
att, IE, 
få, VB, 
lika, JJ, 
rättigheter, NN, 
som, KN, 
de, DT, 
vita, JJ, 
., MAD, 
I, PP, 
höst, NN, 
skulle, VB, 
det, PN, 
ha, VB, 
varit, VB, 
fotbolls-VM, PM, 
för, PP, 
damer, NN, 
i, PP, 
Kina, PM, 
., MAD, 
De, PN, 
mördades, VB, 
när, HA, 
de, PN, 
var, VB, 
på, PP, 
väg, NN, 
hem, AB, 
från, PP, 
ett, DT, 
tränings-läger, NN, 
., MAD, 
Rännan, NN, 
räckte, VB, 
inte, AB, 
för, PP, 
båda, JJ, 
båtarna, NN, 
., MAD, 
Flera, JJ, 
gerillagrupper, NN, 
i, PP, 
landet, NN, 
vill, VB, 
stoppa, VB, 
valen, NN, 
och, KN, 
kasta, VB, 
ut, PL, 
de, DT, 
amerikanska, JJ, 
soldaterna, NN, 
ur, PP, 
landet, NN, 
., MAD, 
Muslimerna, NN, 
tände, VB, 
eld, NN, 
på, PP, 
flera, JJ, 
kyrkor, NN, 
., MAD, 
Amerikanska, JJ, 
poliser, NN, 
har, VB, 
gripit, VB, 
en, DT, 
man, NN, 
som, HP, 
är, VB, 
misstänkt, PC, 
för, PP, 
att, IE, 
ha, VB, 
varit, VB, 
med, PL, 
om, PP, 
bombningarna, NN, 
., MAD, 
De, DT, 
amerikanska, JJ, 
och, KN, 
engelska, JJ, 
soldaterna, NN, 
har, VB, 
gått, VB, 
in, PL, 
i, PP, 
Irak, PM, 
på, PP, 
flera, JJ, 
ställen, NN, 
., MAD, 
Kommunisterna, NN, 
stred, VB, 
mot, PP, 
Kinas, PM, 
regering, NN, 
., MAD, 
I, PP, 
flera, JJ, 
dagar, NN, 
letade, VB, 
polisen, NN, 
efter, PP, 
den, DT, 
48-årige, JJ, 
man, NN, 
som, HP, 
äger, VB, 
lägenheten, NN, 
., MAD, 
Mathias, PM, 
Tjärnqvists, PM, 
gjorde, VB, 
segermålet, NN, 
när, HA, 
bara, AB, 
en, DT, 
halv, JJ, 
minut, NN, 
var, VB, 
kvar, PL, 
av, PP, 
matchen, NN, 
., MAD, 
Flygplanet, NN, 
var, VB, 
ute, AB, 
och, KN, 
letade, VB, 
efter, PP, 
det, DT, 
försvunna, PC, 
DC3-planet, NN, 
., MAD, 
FN-reglerna, NN, 
säger, VB, 
att, SN, 
utvecklingsstörda, PC, 
brottslingar, NN, 
ska, VB, 
slippa, VB, 
fängelse, NN, 
och, KN, 
få, VB, 
vård, NN, 
på, PP, 
speciella, JJ, 
avdelningar, NN, 
i, PP, 
stället, NN, 
., MAD, 
En, DT, 
del, NN, 
EU-politiker, NN, 
blev, VB, 
oroliga, JJ, 
för, PP, 
att, SN, 
det, PN, 
skulle, VB, 
komma, VB, 
många, JJ, 
fattiga, JJ, 
och, KN, 
söka, VB, 
jobb, NN, 
i, PP, 
deras, PS, 
länder, NN, 
., MAD, 
Ändå, AB, 
vann, VB, 
han, PN, 
valet, NN, 
., MAD, 
Det, PN, 
som, HP, 
är, VB, 
ovanligt, JJ, 
är, VB, 
att, SN, 
kylan, NN, 
och, KN, 
snön, NN, 
varit, VB, 
kvar, PL, 
så, AB, 
länge, AB, 
., MAD, 
Carolina, PM, 
Klüft, PM, 
hoppade, VB, 
6,91, RG, 
i, PP, 
längdhoppet, NN, 
., MAD, 
Våldet, NN, 
och, KN, 
bombandet, NN, 
fortsätter, VB, 
i, PP, 
Irak, PM, 
., MAD, 
Den, DT, 
skatten, NN, 
vill, VB, 
regeringen, NN, 
sänka, VB, 
., MAD, 
De, PN, 
tvingade, VB, 
folk, NN, 
att, IE, 
rösta, VB, 
på, PP, 
deras, PS, 
parti, NN, 
., MAD, 
Ett, PN, 
av, PP, 
hotellen, NN, 
och, KN, 
bensinstationen, NN, 
fick, VB, 
telefonsamtal, NN, 
strax, AB, 
innan, SN, 
bomberna, NN, 
sprängdes, VB, 
., MAD, 
Men, KN, 
det, PN, 
är, VB, 
inte, AB, 
säkert, JJ, 
att, SN, 
hovrätten, NN, 
litar, VB, 
på, PP, 
rättsliga, JJ, 
rådet, NN, 
och, KN, 
dömer, VB, 
honom, PN, 
till, PP, 
vård, NN, 
på, PP, 
sjukhus, NN, 
., MAD, 
De, PN, 
är, VB, 
alla, DT, 
misstänkta, PC, 
för, PP, 
bombningarna, NN, 
i, PP, 
Madrid, PM, 
förra, JJ, 
veckan, NN, 
., MAD, 
På, PP, 
ett, DT, 
möte, NN, 
i, PP, 
östra, JJ, 
Ukraina, PM, 
i, PP, 
helgen, NN, 
bestämde, VB, 
ryssarna, NN, 
att, SN, 
de, PN, 
vill, VB, 
bestämma, VB, 
mer, AB, 
själva, JJ, 
., MAD, 
När, HA, 
idrottsmän, NN, 
dör, VB, 
beror, VB, 
det, PN, 
ofta, AB, 
på, PP, 
att, SN, 
de, PN, 
haft, VB, 
fel, PL, 
på, PP, 
hjärtat, NN, 
., MAD, 
Rättegången, NN, 
mot, PP, 
Michael, PM, 
Jackson, PM, 
har, VB, 
pågått, VB, 
i, PP, 
många, JJ, 
månader, NN, 
., MAD, 
De, PN, 
vet, VB, 
inte, AB, 
om, SN, 
Nordkorea, PM, 
ljuger, VB, 
eller, KN, 
talar, VB, 
sanning, NN, 
., MAD, 
Ettriga, JJ, 
svenska, JJ, 
spelare, NN, 
tacklade, VB, 
och, KN, 
tog, VB, 
bollen, NN, 
av, PP, 
dem, PN, 
gång, NN, 
på, PP, 
gång, NN, 
., MAD, 
Flera, JJ, 
fångar, NN, 
har, VB, 
blivit, VB, 
dödade, PC, 
., MAD, 
Tidigare, AB, 
tävlade, VB, 
USA, PM, 
och, KN, 
Ryssland, PM, 
mycket, AB, 
om, PP, 
vem, HP, 
som, HP, 
var, VB, 
bäst, JJ, 
på, PP, 
rymdteknik, NN, 
., MAD, 
Sammanlagt, AB, 
försvinner, VB, 
500, RG, 
jobb, NN, 
från, PP, 
Bombardier, PM, 
i, PP, 
Sverige, PM, 
., MAD, 
Han, PN, 
säger, VB, 
att, SN, 
Mijailovic, PM, 
inte, AB, 
känner, VB, 
sig, PN, 
säker, JJ, 
på, PP, 
svenska, JJ, 
fängelser, NN, 
., MAD, 
Många, PN, 
tycker, VB, 
att, SN, 
barnen, NN, 
och, KN, 
deras, PS, 
familjer, NN, 
borde, VB, 
få, VB, 
stanna, VB, 
i, PP, 
Sverige, PM, 
så, AB, 
att, SN, 
de, PN, 
kan, VB, 
bli, VB, 
friska, JJ, 
., MAD, 
De, DT, 
senaste, JJ, 
åren, NN, 
har, VB, 
många, JJ, 
anställda, NN, 
tvingats, VB, 
sluta, VB, 
., MAD, 
Nu, AB, 
är, VB, 
en, DT, 
del, NN, 
oroliga, JJ, 
för, PP, 
att, SN, 
det, PN, 
ska, VB, 
bli, VB, 
mer, JJ, 
våld, NN, 
i, PP, 
området, NN, 
igen, AB, 
., MAD, 
De, PN, 
har, VB, 
ont, AB, 
om, PP, 
mat, NN, 
och, KN, 
rent, JJ, 
vatten, NN, 
., MAD, 
Han, PN, 
missar, VB, 
alltså, AB, 
Sveriges, PM, 
viktiga, JJ, 
match, NN, 
i, PP, 
VM-kvalet, NN, 
mot, PP, 
Bulgarien, PM, 
i, PP, 
mars, NN, 
., MAD, 
Det, PN, 
är, VB, 
en, DT, 
sjukdom, NN, 
som, HP, 
har, VB, 
börjat, VB, 
i, PP, 
några, DT, 
länder, NN, 
i, PP, 
Asien, PM, 
., MAD, 
Fler, JJ, 
än, KN, 
en, DT, 
miljon, NN, 
människor, NN, 
dog, VB, 
., MAD, 
Han, PN, 
lämnade, VB, 
sitt, PS, 
jobb, NN, 
på, PP, 
måndagen, NN, 
., MAD, 
Det, PN, 
är, VB, 
den, DT, 
europeiska, JJ, 
fonden, NN, 
för, PP, 
förbättring, NN, 
av, PP, 
levnads-, NN, 
och, KN, 
arbetsförhållanden, NN, 
som, HP, 
gjort, VB, 
undersökningen, NN, 
., MAD, 
Sten, PM, 
Levander, PM, 
tycker, VB, 
att, SN, 
Ulf, PM, 
Olsson, PM, 
ska, VB, 
få, VB, 
vård, NN, 
i, PP, 
stället, NN, 
för, PP, 
fängelse, NN, 
., MAD, 
Han, PN, 
är, VB, 
expert, NN, 
på, PP, 
ekonomi, NN, 
och, KN, 
EU-regler, NN, 
., MAD, 
De, DT, 
senaste, JJ, 
veckorna, NN, 
har, VB, 
flera, JJ, 
utlänningar, NN, 
blivit, VB, 
kidnappade, PC, 
i, PP, 
Irak, PM, 
., MAD, 
Nu, AB, 
är, VB, 
risken, NN, 
i, PP, 
stället, NN, 
stor, JJ, 
att, SN, 
det, PN, 
blir, VB, 
nya, JJ, 
strider, NN, 
mellan, PP, 
israeler, NN, 
och, KN, 
palestinier, NN, 
., MAD, 
Redan, AB, 
nu, AB, 
har, VB, 
tusentals, AB, 
irakiska, JJ, 
soldater, NN, 
dödats, VB, 
bara, AB, 
i, PP, 
Bagdad, PM, 
., MAD, 
De, PN, 
vill, VB, 
att, SN, 
vapen-inspektörerna, NN, 
ska, VB, 
få, VB, 
mer, JJ, 
tid, NN, 
., MAD, 
Hjälparbetare, NN, 
i, PP, 
staden, NN, 
säger, VB, 
att, SN, 
folk, NN, 
har, VB, 
det, PN, 
fruktansvärt, AB, 
svårt, JJ, 
., MAD, 
Sverige, PM, 
har, VB, 
en, DT, 
stor, JJ, 
fördel, NN, 
., MAD, 
Då, AB, 
gick, VB, 
det, PN, 
bra, AB, 
igen, AB, 
., MAD, 
Polisen, NN, 
tror, VB, 
att, SN, 
de, PN, 
har, VB, 
lurat, VB, 
försäkringsbolagen, NN, 
Skandia, PM, 
och, KN, 
Skandia, PM, 
liv, NN, 
på, PP, 
många, JJ, 
miljoner, NN, 
kronor, NN, 
., MAD, 
Vi, PN, 
på, PP, 
8, RG, 
SIDOR, NN, 
tar, VB, 
också, AB, 
ledigt, AB, 
., MAD, 
SSU, PM, 
har, VB, 
också, AB, 
bestämt, VB, 
att, SN, 
de, PN, 
inte, AB, 
ska, VB, 
söka, VB, 
några, DT, 
alls, AB, 
bidrag, NN, 
nästa, JJ, 
år, NN, 
., MAD, 
Även, AB, 
på, PP, 
landsbygden, NN, 
blir, VB, 
det, PN, 
svårare, JJ, 
att, IE, 
demonstrera, VB, 
., MAD, 
Palestinierna, NN, 
har, VB, 
lyckats, VB, 
stoppa, VB, 
de, DT, 
våldsamma, JJ, 
grupper, NN, 
som, HP, 
har, VB, 
sprängt, VB, 
bomber, NN, 
i, PP, 
Israel, PM, 
., MAD, 
Sedan, AB, 
flydde, VB, 
rånarna, NN, 
i, PP, 
en, DT, 
bil, NN, 
., MAD, 
Han, PN, 
erkände, VB, 
att, SN, 
han, PN, 
hade, VB, 
misslyckats, VB, 
med, PP, 
att, IE, 
leda, VB, 
landet, NN, 
., MAD, 
I, PP, 
dag, NN, 
räknas, VB, 
många, JJ, 
människor, NN, 
som, KN, 
medlemmar, NN, 
trots, PP, 
att, SN, 
de, PN, 
sedan, AB, 
länge, AB, 
slutat, VB, 
att, IE, 
arbeta, VB, 
i, PP, 
SSU, PM, 
., MAD, 
23, RG, 
idrottare, NN, 
åkte, VB, 
fast, PL, 
i, PP, 
dopnings-testerna, NN, 
., MAD, 
De, DT, 
flesta, JJ, 
av, PP, 
dem, PN, 
var, VB, 
barn, NN, 
., MAD, 
I, PP, 
sommar, NN, 
kommer, VB, 
troligen, AB, 
en, DT, 
ny, JJ, 
lag, NN, 
som, HP, 
gör, VB, 
det, PN, 
olagligt, JJ, 
att, IE, 
ladda, VB, 
ned, PL, 
musik, NN, 
på, PP, 
internet, NN, 
., MAD, 
–, MID, 
Det, PN, 
är, VB, 
tråkigt, JJ, 
men, KN, 
inte, AB, 
oväntat, JJ, 
., MAD, 
Andris, PM, 
Piebalgs, PM, 
kommer, VB, 
med, PL, 
i, PP, 
kommissionen, NN, 
i, PP, 
stället, NN, 
för, PP, 
henne, PN, 
., MAD, 
Proffsboxaren, NN, 
Paolo, PM, 
Roberto, PM, 
är, VB, 
nöjd, PC, 
och, KN, 
glad, JJ, 
., MAD, 
Arga, JJ, 
AIK-fans, NN, 
försökte, VB, 
storma, VB, 
in, PL, 
på, PP, 
planen, NN, 
när, HA, 
Hammarby, PM, 
hade, VB, 
tagit, VB, 
ledningen, NN, 
i, PP, 
matchen, NN, 
., MAD, 
Och, KN, 
chansen, NN, 
att, IE, 
få, VB, 
spela, VB, 
i, PP, 
OS, PM, 
., MAD, 
Kvinnan, NN, 
som, HP, 
har, VB, 
erkänt, VB, 
har, VB, 
också, AB, 
varit, VB, 
med, PL, 
i, PP, 
gruppen, NN, 
., MAD, 
Många, JJ, 
människor, NN, 
i, PP, 
Irak, PM, 
firade, VB, 
när, HA, 
de, PN, 
fick, VB, 
veta, VB, 
att, SN, 
Saddam, PM, 
Hussein, PM, 
hade, VB, 
gripits, VB, 
., MAD, 
Hon, PN, 
tog, VB, 
en, DT, 
bronsmedalj, NN, 
på, PP, 
100, RG, 
meter, NN, 
bröst, NN, 
., MAD, 
Han, PN, 
gjorde, VB, 
segermålet, NN, 
efter, PP, 
tre, RG, 
minuters, NN, 
spel, NN, 
i, PP, 
förlängningen, NN, 
., MAD, 
Nu, AB, 
har, VB, 
fotbolls-förbundet, NN, 
undersökt, VB, 
vad, HP, 
som, HP, 
hänt, VB, 
., MAD, 
Men, KN, 
virus, NN, 
kan, VB, 
förändras, VB, 
., MAD, 
Det, PN, 
har, VB, 
rätten, NN, 
bara, AB, 
gissat, VB, 
,, MID, 
skriver, VB, 
Peter, PM, 
Althin, PM, 
., MAD, 
Flera, JJ, 
länder, NN, 
,, MID, 
bland, PP, 
annat, PN, 
Frankrike, PM, 
och, KN, 
Australien, PM, 
kräver, VB, 
att, SN, 
militärerna, NN, 
släpper, VB, 
Aung, PM, 
San, PM, 
Suu, PM, 
Kyi, PM, 
fri, JJ, 
genast, AB, 
., MAD, 
Det, PN, 
visade, VB, 
han, PN, 
på, PP, 
SM-tävlingarna, NN, 
i, PP, 
Skellefteå, PM, 
i, PP, 
torsdags, NN, 
., MAD, 
Hon, PN, 
sade, VB, 
då, AB, 
att, SN, 
det, PN, 
var, VB, 
gud, NN, 
som, HP, 
hade, VB, 
sagt, VB, 
åt, PP, 
henne, PN, 
att, IE, 
döda, VB, 
pastorns, NN, 
fru, NN, 
., MAD, 
Jens, PM, 
Orback, PM, 
har, VB, 
svarat, VB, 
att, SN, 
hon, PN, 
får, VB, 
behålla, VB, 
sitt, PS, 
jobb, NN, 
., MAD, 
IRA, PM, 
har, VB, 
lovat, VB, 
att, IE, 
skrota, VB, 
sina, PS, 
vapen, NN, 
och, KN, 
bli, VB, 
en, DT, 
fredlig, JJ, 
grupp, NN, 
., MAD, 
Översvämningar, NN, 
och, KN, 
stormar, NN, 
har, VB, 
blivit, VB, 
vanligare, JJ, 
i, PP, 
Europa, PM, 
., MAD, 
Det, PN, 
var, VB, 
faktiskt, AB, 
fler, JJ, 
byten, NN, 
än, KN, 
målchanser, NN, 
i, PP, 
matchen, NN, 
., MAD, 
I, PP, 
Libanon, PM, 
tror, VB, 
de, DT, 
flesta, JJ, 
att, SN, 
politiker, NN, 
i, PP, 
grannlandet, NN, 
Syrien, PM, 
har, VB, 
planerat, VB, 
bomben, NN, 
., MAD, 
Varje, DT, 
dag, NN, 
hittar, VB, 
de, DT, 
nya, JJ, 
döda, JJ, 
kroppar, NN, 
., MAD, 
Hon, PN, 
tror, VB, 
själv, JJ, 
att, SN, 
det, PN, 
beror, VB, 
på, PP, 
att, SN, 
hon, PN, 
är, VB, 
motståndare, NN, 
till, PP, 
Europeiska, JJ, 
Unionen, NN, 
,, MID, 
EU, PM, 
., MAD, 
Amerikans, PM, 
polis, NN, 
misstänkte, VB, 
honom, PN, 
för, PP, 
att, SN, 
han, PN, 
var, VB, 
terrorist, NN, 
., MAD, 
Hon, PN, 
var, VB, 
född, PC, 
i, PP, 
Missenträsk, PM, 
i, PP, 
norra, JJ, 
Västerbotten, PM, 
., MAD, 
Björn, PM, 
Runge, PM, 
,, MID, 
som, HP, 
har, VB, 
gjort, VB, 
filmen, NN, 
,, MID, 
fick, VB, 
två, RG, 
priser, NN, 
., MAD, 
Politikerna, NN, 
tyckte, VB, 
inte, AB, 
att, SN, 
den, DT, 
gamla, JJ, 
lagen, NN, 
från, PP, 
1800-talet, NN, 
skulle, VB, 
fortsätta, VB, 
att, IE, 
gälla, VB, 
., MAD, 
Därmed, AB, 
är, VB, 
det, PN, 
klart, JJ, 
att, SN, 
regementen, NN, 
i, PP, 
Arvidsjaur, PM, 
,, MID, 
Östersund, PM, 
,, MID, 
Strängnäs, PM, 
,, MID, 
Kristinehamn, PM, 
,, MID, 
Vaxholm, PM, 
,, MID, 
Göteborg, PM, 
och, KN, 
Visby, PM, 
kommer, VB, 
att, IE, 
stängas, VB, 
., MAD, 
Svenska, JJ, 
folket, NN, 
får, VB, 
rösta, VB, 
om, PP, 
vem, HP, 
som, HP, 
ska, VB, 
ha, VB, 
priset, NN, 
., MAD, 
Den, DT, 
här, AB, 
gången, NN, 
sprängdes, VB, 
bomber, NN, 
vid, PP, 
hus, NN, 
där, HA, 
engelsmän, NN, 
i, PP, 
Istanbul, PM, 
arbetar, VB, 
., MAD, 
Experter, NN, 
tror, VB, 
att, SN, 
det, PN, 
är, VB, 
någon, PN, 
av, PP, 
grupperna, NN, 
som, HP, 
har, VB, 
dödat, VB, 
ministern, NN, 
och, KN, 
att, SN, 
de, PN, 
kommer, VB, 
att, IE, 
försöka, VB, 
döda, VB, 
fler, PN, 
som, HP, 
arbetar, VB, 
för, PP, 
regeringen, NN, 
., MAD, 
Mannen, NN, 
har, VB, 
själv, JJ, 
berättat, VB, 
för, PP, 
DN, PM, 
att, SN, 
han, PN, 
reste, VB, 
till, PP, 
Schweiz, PM, 
med, PP, 
pengarna, NN, 
., MAD, 
Kim, PM, 
Jong, PM, 
Il, PM, 
sade, VB, 
att, SN, 
han, PN, 
inte, AB, 
vill, VB, 
ha, VB, 
bråk, NN, 
om, PP, 
kärnvapen, NN, 
,, MID, 
han, PN, 
vill, VB, 
i, PP, 
stället, NN, 
ha, VB, 
fredliga, JJ, 
möten, NN, 
,, MID, 
skrev, VB, 
tidningarna, NN, 
i, PP, 
Nordkorea, PM, 
och, KN, 
Kina, PM, 
efter, PP, 
mötet, NN, 
., MAD, 
Med, PP, 
hjälp, NN, 
av, PP, 
flickornas, NN, 
mobiltelefoner, NN, 
kunde, VB, 
polisen, NN, 
spåra, VB, 
de, DT, 
17-åriga, JJ, 
pojkarna, NN, 
., MAD, 
Han, PN, 
säger, VB, 
att, SN, 
han, PN, 
var, VB, 
psykiskt, AB, 
sjuk, JJ, 
., MAD, 
I, PP, 
onsdags, NN, 
mördades, VB, 
Serbiens, PM, 
premiärminister, NN, 
Zoran, PM, 
Djindjic, PM, 
., MAD, 
Företaget, NN, 
Sifo, PM, 
har, VB, 
undersökt, VB, 
hur, HA, 
många, JJ, 
svenskar, NN, 
som, HP, 
känner, VB, 
någon, PN, 
som, HP, 
drabbades, VB, 
av, PP, 
katastrofen, NN, 
., MAD, 
Hur, HA, 
rättegången, NN, 
kommer, VB, 
att, IE, 
sluta, VB, 
vet, VB, 
förstås, AB, 
ingen, PN, 
., MAD, 
Omkring, PP, 
tvåtusen, RG, 
människor, NN, 
har, VB, 
dött, VB, 
i, PP, 
det, DT, 
svåra, JJ, 
ovädret, NN, 
på, PP, 
ön, NN, 
Hispaniola, PM, 
i, PP, 
Västindien, PM, 
., MAD, 
Tingsrätten, NN, 
tror, VB, 
att, SN, 
han, PN, 
var, VB, 
frisk, JJ, 
när, HA, 
han, PN, 
gjorde, VB, 
morden, NN, 
., MAD, 
Minst, AB, 
sextio, RG, 
personer, NN, 
dödades, VB, 
av, PP, 
bomberna, NN, 
., MAD, 
Men, KN, 
nu, AB, 
ska, VB, 
landets, NN, 
valfångare, NN, 
få, VB, 
börja, VB, 
arbeta, VB, 
igen, AB, 
., MAD, 
Arbetarna, NN, 
måste, VB, 
också, AB, 
ordna, VB, 
bostad, NN, 
innan, SN, 
de, PN, 
får, VB, 
börja, VB, 
jobba, VB, 
., MAD, 
Det, PN, 
kan, VB, 
bli, VB, 
en, DT, 
riktig, JJ, 
rysare, NN, 
., MAD, 
Sänkta, PC, 
skatter, NN, 
och, KN, 
sänkta, PC, 
bidrag, NN, 
., MAD, 
Därför, AB, 
får, VB, 
de, PN, 
svårt, AB, 
att, IE, 
klara, VB, 
skolan, NN, 
., MAD, 
Men, KN, 
amerikanerna, NN, 
säger, VB, 
att, SN, 
han, PN, 
finns, VB, 
kvar, PL, 
i, PP, 
Irak, PM, 
., MAD, 
Tre, RG, 
miljoner, NN, 
dog, VB, 
i, PP, 
aids, NN, 
det, DT, 
året, NN, 
., MAD, 
Bomben, NN, 
fanns, VB, 
vid, PP, 
en, DT, 
by, NN, 
där, HA, 
det, PN, 
bor, VB, 
israeler, NN, 
., MAD, 
Han, PN, 
hittades, VB, 
död, JJ, 
på, PP, 
ett, DT, 
hotellrum, NN, 
., MAD, 
Kvinnorna, NN, 
som, HP, 
ska, VB, 
vara, VB, 
med, PL, 
i, PP, 
skönhetstävlingen, NN, 
var, VB, 
aldrig, AB, 
i, PP, 
fara, NN, 
., MAD, 
Om, SN, 
Calle, PM, 
Jonsson, PM, 
döms, VB, 
för, PP, 
brottet, NN, 
kan, VB, 
han, PN, 
få, VB, 
sitta, VB, 
i, PP, 
fängelse, NN, 
i, PP, 
över, AB, 
tjugo, RG, 
år, NN, 
., MAD, 
Umeå, PM, 
vann, VB, 
även, AB, 
den, DT, 
andra, JJ, 
matchen, NN, 
i, PP, 
finalen, NN, 
mot, PP, 
Frankfurt, PM, 
från, PP, 
Tyskland, PM, 
., MAD, 
För, PP, 
att, IE, 
skydda, VB, 
hjärtat, NN, 
ska, VB, 
man, PN, 
välja, VB, 
mineralsalt, AB, 
i, PP, 
stället, NN, 
för, PP, 
vanligt, JJ, 
salt, NN, 
,, MID, 
säger, VB, 
forskarna, NN, 
., MAD, 
Någon, PN, 
hade, VB, 
lagt, VB, 
en, DT, 
mycket, AB, 
kraftig, JJ, 
bomb, NN, 
i, PP, 
bussen, NN, 
., MAD, 
Men, KN, 
de, PN, 
som, HP, 
är, VB, 
ansvariga, JJ, 
för, PP, 
rösträkningen, NN, 
säger, VB, 
att, SN, 
premiärministern, NN, 
Viktor, PM, 
Janukovitj, PM, 
vann, VB, 
presidentvalet, NN, 
i, PP, 
Ukraina, PM, 
., MAD, 
–, MID, 
Vi, PN, 
måste, VB, 
tala, VB, 
om, PP, 
vilka, HD, 
regler, NN, 
som, HP, 
gäller, VB, 
., MAD, 
Två, RG, 
skolbussar, NN, 
blev, VB, 
helt, AB, 
förstörda, PC, 
., MAD, 
Emelie, PM, 
Öhstig, PM, 
vann, VB, 
VM-guld, NN, 
., MAD, 
Men, KN, 
nu, AB, 
vet, VB, 
vi, PN, 
vad, HP, 
unge, JJ, 
Michael, PM, 
kan, VB, 
., MAD, 
Susanne, PM, 
Ljungskog, PM, 
har, VB, 
gjort, VB, 
det, PN, 
igen, AB, 
., MAD, 
Kajsa, PM, 
Bergqvist, PM, 
säger, VB, 
att, SN, 
hon, PN, 
vill, VB, 
göra, VB, 
operationen, NN, 
nu, AB, 
., MAD, 
Tidigare, AB, 
i, PP, 
veckan, NN, 
greps, VB, 
den, DT, 
förre, JJ, 
vice, JJ, 
presidenten, NN, 
i, PP, 
Irak, PM, 
., MAD, 
Det, PN, 
är, VB, 
en, DT, 
mycket, AB, 
stor, JJ, 
minskning, NN, 
., MAD, 
Därför, AB, 
håller, VB, 
den, DT, 
kristna, JJ, 
fastan, NN, 
på, PP, 
i, PP, 
just, AB, 
fyrtio, RG, 
dagar, NN, 
., MAD, 
Premiärminister, NN, 
Ariel, PM, 
Sharons, PM, 
parti, NN, 
vann, VB, 
valet, NN, 
., MAD, 
Båda, JJ, 
män, NN, 
,, MID, 
kvinnor, NN, 
och, KN, 
barn, NN, 
dödades, VB, 
., MAD, 
Han, PN, 
åkte, VB, 
i, PP, 
bil, NN, 
från, PP, 
hemmet, NN, 
men, KN, 
kom, VB, 
aldrig, AB, 
till, PP, 
jobbet, NN, 
., MAD, 
USA, PM, 
och, KN, 
Storbritannien, PM, 
säger, VB, 
att, SN, 
de, DT, 
irakiska, JJ, 
soldaterna, NN, 
gör, VB, 
dåligt, JJ, 
motstånd, NN, 
., MAD, 
Hon, PN, 
slog, VB, 
sina, PS, 
personliga, JJ, 
rekord, NN, 
i, PP, 
häcklöpning, NN, 
,, MID, 
i, PP, 
höjdhopp, NN, 
,, MID, 
i, PP, 
kulstötning, NN, 
,, MID, 
och, KN, 
i, PP, 
200-metersloppet, NN, 
., MAD, 
Minst, AB, 
26, RG, 
palestinier, NN, 
dödades, VB, 
., MAD, 
Därför, AB, 
mördades, VB, 
Djindjic, PM, 
., MAD, 
Fredrik, PM, 
Ljungberg, PM, 
gjorde, VB, 
en, PN, 
av, PP, 
sina, PS, 
bästa, JJ, 
matcher, NN, 
i, PP, 
landslaget, NN, 
och, KN, 
gjorde, VB, 
två, RG, 
snygga, JJ, 
mål, NN, 
., MAD, 
USA, PM, 
vill, VB, 
att, SN, 
de, PN, 
ska, VB, 
styra, VB, 
landet, NN, 
